user_id,signup_date,country,age,gender,platform,acquisition_channel
U002733,2023-02-17,TH,35,M,Android,referral
U002734,2023-02-17,TW,23,M,Android,paid_social
U002735,2023-02-17,JP,32,M,iOS,referral
U002736,2023-02-17,TW,39,M,Android,paid_social
U002737,2023-02-17,TW,32,M,Web,paid_social
U002738,2023-02-17,ID,55,M,Web,organic
U002739,2023-02-17,JP,46,M,iOS,organic
U002740,2023-02-17,TW,25,F,iOS,referral
U002741,2023-02-17,JP,17,F,Android,paid_social
U002742,2023-02-17,HK,27,F,iOS,referral
U002743,2023-02-17,JP,24,M,Android,organic
U002744,2023-02-17,JP,16,M,Android,referral
U002745,2023-02-17,TW,45,M,iOS,paid_search
U002746,2023-02-17,TH,31,F,iOS,referral
U002747,2023-02-17,TW,29,F,iOS,organic
U002748,2023-02-17,TW,26,F,Android,organic
U002749,2023-02-17,TW,20,M,Web,paid_social
U002750,2023-02-17,MY,30,F,Android,email_campaign
U002751,2023-02-17,Other,35,M,iOS,organic
U002752,2023-02-17,HK,26,M,iOS,paid_search
U002753,2023-02-17,PH,31,M,Android,organic
U002754,2023-02-17,TW,47,M,Web,organic
U002755,2023-02-17,TW,16,F,Android,organic
U002756,2023-02-17,TW,24,M,Android,paid_social
U002757,2023-02-17,TW,48,M,Android,referral
U002758,2023-02-17,PH,40,M,iOS,paid_search
U002759,2023-02-17,ID,36,M,iOS,organic
U002760,2023-02-17,SG,46,M,iOS,organic
U002761,2023-02-17,TW,22,F,Android,referral
U002762,2023-02-17,SG,31,F,Web,referral
U002763,2023-02-17,PH,18,M,Android,paid_social
U002764,2023-02-17,TH,18,M,Android,paid_search
U002765,2023-02-17,JP,25,F,Android,organic
U002766,2023-02-17,SG,23,M,Web,organic
U002767,2023-02-17,TW,25,F,Web,paid_search
U002768,2023-02-17,HK,34,M,iOS,referral
U002769,2023-02-17,SG,41,M,iOS,paid_search
U002770,2023-02-17,TW,32,M,Android,organic
U002771,2023-02-17,TW,25,F,iOS,organic
U002772,2023-02-17,PH,28,M,Android,paid_social
U002773,2023-02-17,MY,25,F,Web,referral
U002774,2023-02-17,TW,17,M,iOS,organic
U002775,2023-02-17,TW,29,F,iOS,organic
U002776,2023-02-17,TW,30,F,Android,organic
U002777,2023-02-17,TW,29,M,Android,referral
U002778,2023-02-17,TH,44,F,Web,referral
U002779,2023-02-17,HK,33,M,iOS,organic
U002780,2023-02-17,HK,32,F,iOS,organic
U002781,2023-02-17,TW,18,M,Web,paid_social
U002782,2023-02-17,TW,22,F,iOS,paid_social
U002783,2023-02-17,SG,40,F,Android,organic
U002784,2023-02-17,TW,21,M,iOS,email_campaign
U002785,2023-02-17,TH,32,F,iOS,organic
U002786,2023-02-17,TH,34,F,iOS,paid_social
U002787,2023-02-17,HK,24,M,Android,paid_search
U002788,2023-02-17,TW,62,F,Android,referral
U002789,2023-02-17,ID,45,M,iOS,paid_search
U002790,2023-02-17,ID,31,F,Android,paid_search
U002791,2023-02-17,HK,26,F,iOS,paid_social
U002792,2023-02-17,SG,49,F,iOS,email_campaign
U002793,2023-02-17,JP,27,M,iOS,paid_social
U002794,2023-02-17,TW,26,Other,iOS,paid_social
U002795,2023-02-17,TW,16,M,iOS,paid_social
U002796,2023-02-18,Other,37,M,Android,organic
U002797,2023-02-18,TH,52,M,Android,email_campaign
U002798,2023-02-18,SG,31,F,Android,referral
U002799,2023-02-18,ID,18,F,iOS,organic
U002800,2023-02-18,SG,30,M,Android,referral
U002801,2023-02-18,HK,46,F,iOS,paid_search
U002802,2023-02-18,TH,16,F,Android,paid_social
U002803,2023-02-18,JP,37,M,Web,paid_search
U002804,2023-02-18,TW,28,M,iOS,paid_social
U002805,2023-02-18,TW,34,M,iOS,organic
U002806,2023-02-18,TW,29,M,Android,organic
U002807,2023-02-18,ID,31,M,iOS,email_campaign
U002808,2023-02-18,TW,34,F,iOS,referral
U002809,2023-02-18,Other,39,F,Web,organic
U002810,2023-02-18,PH,37,M,Android,paid_search
U002811,2023-02-18,HK,16,M,Android,paid_search
U002812,2023-02-18,TW,31,F,iOS,paid_search
U002813,2023-02-18,HK,47,M,iOS,referral
U002814,2023-02-18,TW,31,M,Web,organic
U002815,2023-02-18,ID,31,M,iOS,referral
U002816,2023-02-18,JP,38,M,iOS,referral
U002817,2023-02-18,SG,23,F,Android,paid_social
U002818,2023-02-18,PH,41,F,iOS,referral
U002819,2023-02-18,HK,52,F,iOS,organic
U002820,2023-02-18,TW,19,F,Web,paid_social
U002821,2023-02-18,TW,29,M,Web,paid_social
U002822,2023-02-18,SG,42,F,iOS,email_campaign
U002823,2023-02-18,HK,28,M,iOS,paid_search
U002824,2023-02-18,MY,23,F,iOS,paid_social
U002825,2023-02-18,TH,26,M,Android,paid_social
U002826,2023-02-18,MY,32,F,Web,organic
U002827,2023-02-18,TW,18,F,iOS,email_campaign
U002828,2023-02-18,ID,54,M,iOS,referral
U002829,2023-02-18,JP,38,F,Android,organic
U002830,2023-02-18,TW,23,F,Android,paid_social
U002831,2023-02-18,SG,30,F,Android,email_campaign
U002832,2023-02-18,TH,34,M,Web,referral
U002833,2023-02-18,TW,31,F,iOS,email_campaign
U002834,2023-02-18,TW,36,F,Android,email_campaign
U002835,2023-02-18,MY,36,Other,Android,organic
U002836,2023-02-18,HK,26,M,Android,referral
U002837,2023-02-18,PH,23,F,Android,organic
U002838,2023-02-18,PH,42,M,Android,organic
U002839,2023-02-18,MY,19,F,Android,paid_social
U002840,2023-02-18,JP,26,F,iOS,organic
U002841,2023-02-18,HK,30,M,Web,organic
U002842,2023-02-18,TW,29,M,Android,referral
U002843,2023-02-18,TH,26,M,Android,paid_social
U002844,2023-02-18,MY,40,F,iOS,email_campaign
U002845,2023-02-18,JP,34,F,iOS,organic
U002846,2023-02-18,SG,39,M,Android,organic
U002847,2023-02-18,TH,31,M,Android,organic
U002848,2023-02-18,MY,46,M,iOS,email_campaign
U002849,2023-02-18,TW,36,M,iOS,organic
U002850,2023-02-18,ID,36,F,Android,organic
U002851,2023-02-18,MY,16,F,Android,paid_social
U002852,2023-02-18,TW,21,M,iOS,organic
U002853,2023-02-18,PH,33,M,Android,paid_search
U002854,2023-02-18,MY,18,F,Web,organic
U002855,2023-02-18,TH,31,M,iOS,email_campaign
U002856,2023-02-19,PH,35,M,Android,paid_search
U002857,2023-02-19,PH,35,M,iOS,referral
U002858,2023-02-19,HK,25,M,Android,paid_social
U002859,2023-02-19,JP,36,M,iOS,referral
U002860,2023-02-19,TW,16,M,Android,paid_social
U002861,2023-02-19,PH,36,M,Android,organic
U002862,2023-02-19,ID,33,M,iOS,organic
U002863,2023-02-19,HK,32,F,iOS,referral
U002864,2023-02-19,TW,23,F,Android,paid_social
U002865,2023-02-19,HK,24,F,Web,paid_social
U002866,2023-02-19,MY,20,F,Android,organic
U002867,2023-02-19,TW,33,M,iOS,referral
U002868,2023-02-19,HK,30,F,iOS,organic
U002869,2023-02-19,SG,27,M,Web,paid_social
U002870,2023-02-19,TH,32,M,Android,paid_search
U002871,2023-02-19,ID,25,F,Web,referral
U002872,2023-02-19,MY,26,F,Android,organic
U002873,2023-02-19,HK,25,F,iOS,paid_social
U002874,2023-02-19,TW,36,M,Android,paid_search
U002875,2023-02-19,JP,28,M,Android,paid_social
U002876,2023-02-19,JP,17,F,iOS,organic
U002877,2023-02-19,JP,43,F,iOS,organic
U002878,2023-02-19,TW,43,M,Android,organic
U002879,2023-02-19,PH,35,F,iOS,organic
U002880,2023-02-19,TW,35,M,Android,referral
U002881,2023-02-19,Other,44,M,Android,organic
U002882,2023-02-19,TH,40,M,Android,organic
U002883,2023-02-19,TW,20,F,iOS,organic
U002884,2023-02-19,SG,32,M,iOS,organic
U002885,2023-02-19,TW,30,M,Android,referral
U002886,2023-02-19,TH,27,M,Android,organic
U002887,2023-02-19,MY,33,Other,iOS,organic
U002888,2023-02-19,TW,38,M,iOS,organic
U002889,2023-02-19,HK,24,M,Web,organic
U002890,2023-02-19,JP,29,F,Android,organic
U002891,2023-02-19,HK,16,M,iOS,organic
U002892,2023-02-19,HK,43,F,Android,referral
U002893,2023-02-19,SG,41,F,iOS,referral
U002894,2023-02-19,TH,32,F,Android,organic
U002895,2023-02-19,MY,36,M,Web,paid_social
U002896,2023-02-19,MY,26,M,iOS,referral
U002897,2023-02-19,JP,16,F,Android,paid_social
U002898,2023-02-19,HK,48,F,Android,organic
U002899,2023-02-19,SG,24,M,iOS,paid_search
U002900,2023-02-19,Other,32,F,iOS,organic
U002901,2023-02-19,SG,37,M,Android,paid_search
U002902,2023-02-19,SG,44,F,Web,referral
U002903,2023-02-19,MY,19,F,Android,paid_social
U002904,2023-02-19,Other,27,F,Android,organic
U002905,2023-02-19,SG,37,F,Android,organic
U002906,2023-02-19,ID,51,M,iOS,organic
U002907,2023-02-19,HK,45,F,Android,organic
U002908,2023-02-19,TW,28,M,Android,paid_search
U002909,2023-02-19,TH,48,F,Web,paid_search
U002910,2023-02-19,SG,26,F,Web,organic
U002911,2023-02-19,SG,36,M,iOS,organic
U002912,2023-02-19,HK,16,M,iOS,paid_social
U002913,2023-02-19,PH,45,M,Web,organic
U002914,2023-02-19,SG,26,F,Android,paid_social
U002915,2023-02-19,TW,26,F,iOS,paid_social
U002916,2023-02-19,SG,22,F,iOS,organic
U002917,2023-02-19,TH,19,F,Android,organic
U002918,2023-02-19,Other,30,F,iOS,paid_social
U002919,2023-02-19,HK,39,F,Android,organic
U002920,2023-02-20,TW,24,M,iOS,paid_social
U002921,2023-02-20,TW,36,M,iOS,referral
U002922,2023-02-20,ID,42,F,iOS,paid_search
U002923,2023-02-20,HK,20,F,iOS,paid_search
U002924,2023-02-20,HK,51,F,Android,organic
U002925,2023-02-20,ID,23,M,Android,organic
U002926,2023-02-20,SG,20,F,iOS,paid_social
U002927,2023-02-20,TW,39,F,Android,referral
U002928,2023-02-20,TW,44,F,iOS,paid_search
U002929,2023-02-20,SG,30,F,Web,organic
U002930,2023-02-20,SG,34,F,iOS,paid_search
U002931,2023-02-20,PH,19,M,Android,paid_social
U002932,2023-02-20,HK,25,F,Android,organic
U002933,2023-02-20,TH,34,F,iOS,referral
U002934,2023-02-20,MY,47,F,Web,organic
U002935,2023-02-20,SG,25,F,Web,paid_social
U002936,2023-02-20,ID,45,M,Android,referral
U002937,2023-02-20,TW,27,F,Android,referral
U002938,2023-02-20,HK,38,F,Android,organic
U002939,2023-02-20,ID,31,M,Web,paid_social
U002940,2023-02-20,SG,67,F,iOS,organic
U002941,2023-02-20,TW,27,F,Web,paid_social
U002942,2023-02-20,JP,48,F,iOS,paid_search
U002943,2023-02-20,ID,16,M,Android,paid_search
U002944,2023-02-20,SG,25,F,Android,organic
U002945,2023-02-20,MY,27,F,Android,organic
U002946,2023-02-20,TW,33,M,iOS,organic
U002947,2023-02-20,ID,51,F,Android,organic
U002948,2023-02-20,Other,36,M,Web,referral
U002949,2023-02-20,TW,44,F,iOS,paid_search
U002950,2023-02-20,TW,44,M,iOS,paid_search
U002951,2023-02-20,TH,25,M,iOS,paid_social
U002952,2023-02-20,TW,16,F,iOS,paid_social
U002953,2023-02-20,SG,29,F,Android,organic
U002954,2023-02-20,TW,33,F,Android,paid_search
U002955,2023-02-20,ID,38,F,Android,organic
U002956,2023-02-20,JP,40,M,iOS,referral
U002957,2023-02-20,TW,34,F,Web,referral
U002958,2023-02-20,TW,33,F,iOS,paid_search
U002959,2023-02-20,HK,22,M,Android,paid_social
U002960,2023-02-20,TW,16,M,Android,referral
U002961,2023-02-20,ID,56,M,Android,paid_search
U002962,2023-02-20,TW,37,F,Android,organic
U002963,2023-02-20,MY,16,Other,Android,referral
U002964,2023-02-20,TW,45,F,Android,organic
U002965,2023-02-20,TH,43,M,iOS,organic
U002966,2023-02-20,ID,45,M,iOS,email_campaign
U002967,2023-02-20,HK,21,F,iOS,paid_social
U002968,2023-02-20,JP,31,F,iOS,email_campaign
U002969,2023-02-20,SG,16,F,Android,organic
U002970,2023-02-20,TW,27,F,Android,paid_search
U002971,2023-02-20,PH,21,M,Android,paid_social
U002972,2023-02-20,HK,25,M,iOS,paid_search
U002973,2023-02-20,HK,24,F,Android,organic
U002974,2023-02-20,TW,24,M,Android,paid_search
U002975,2023-02-20,TW,30,F,iOS,organic
U002976,2023-02-20,Other,26,Other,Android,paid_search
U002977,2023-02-20,TW,46,F,Android,organic
U002978,2023-02-21,JP,38,F,iOS,referral
U002979,2023-02-21,HK,42,F,Web,referral
U002980,2023-02-21,MY,26,M,Web,organic
U002981,2023-02-21,MY,27,F,Android,organic
U002982,2023-02-21,TW,44,M,iOS,organic
U002983,2023-02-21,Other,32,F,iOS,referral
U002984,2023-02-21,HK,25,F,Android,organic
U002985,2023-02-21,TW,38,F,Android,paid_search
U002986,2023-02-21,ID,42,M,iOS,referral
U002987,2023-02-21,JP,23,M,Web,email_campaign
U002988,2023-02-21,TW,35,F,Android,organic
U002989,2023-02-21,TW,28,F,iOS,organic
U002990,2023-02-21,TH,32,F,iOS,referral
U002991,2023-02-21,HK,30,F,Android,paid_social
U002992,2023-02-21,TW,28,Other,Android,organic
U002993,2023-02-21,SG,29,M,Android,paid_social
U002994,2023-02-21,PH,19,F,iOS,paid_social
U002995,2023-02-21,TW,19,M,Web,paid_social
U002996,2023-02-21,TW,33,M,Android,paid_search
U002997,2023-02-21,TW,35,F,Web,referral
U002998,2023-02-21,ID,46,M,Android,referral
U002999,2023-02-21,HK,17,M,iOS,paid_search
U003000,2023-02-21,PH,37,M,Android,referral
U003001,2023-02-21,ID,47,F,iOS,organic
U003002,2023-02-21,Other,27,M,Android,paid_social
U003003,2023-02-21,HK,24,M,iOS,email_campaign
U003004,2023-02-21,ID,40,F,iOS,referral
U003005,2023-02-21,JP,37,F,Android,organic
U003006,2023-02-21,MY,35,M,Web,referral
U003007,2023-02-21,HK,30,F,iOS,paid_search
U003008,2023-02-21,SG,28,M,Android,organic
U003009,2023-02-21,SG,22,M,Android,paid_social
U003010,2023-02-21,TW,24,F,iOS,referral
U003011,2023-02-21,PH,50,F,Android,email_campaign
U003012,2023-02-21,PH,38,F,Android,paid_search
U003013,2023-02-21,JP,24,M,iOS,referral
U003014,2023-02-21,HK,29,Other,Android,paid_social
U003015,2023-02-21,HK,36,F,iOS,referral
U003016,2023-02-21,MY,31,F,Web,paid_social
U003017,2023-02-21,Other,27,M,iOS,referral
U003018,2023-02-21,TW,40,M,Android,organic
U003019,2023-02-21,HK,28,Other,Android,paid_social
U003020,2023-02-21,HK,28,M,iOS,paid_social
U003021,2023-02-21,Other,28,M,Android,paid_social
U003022,2023-02-21,HK,24,M,Android,organic
U003023,2023-02-21,TH,49,M,iOS,organic
U003024,2023-02-21,SG,37,F,Android,organic
U003025,2023-02-21,TH,26,F,iOS,referral
U003026,2023-02-21,HK,37,M,Android,paid_search
U003027,2023-02-21,HK,33,F,Android,paid_search
U003028,2023-02-21,TW,28,F,Android,email_campaign
U003029,2023-02-21,TW,35,F,Android,paid_social
U003030,2023-02-21,JP,46,M,iOS,referral
U003031,2023-02-21,PH,33,M,iOS,referral
U003032,2023-02-21,MY,20,M,Android,paid_social
U003033,2023-02-22,Other,36,M,iOS,referral
U003034,2023-02-22,TH,17,M,Web,paid_social
U003035,2023-02-22,JP,27,F,iOS,referral
U003036,2023-02-22,TW,46,M,Android,referral
U003037,2023-02-22,HK,44,F,iOS,organic
U003038,2023-02-22,HK,32,F,Android,organic
U003039,2023-02-22,TW,17,M,Android,organic
U003040,2023-02-22,SG,19,F,iOS,organic
U003041,2023-02-22,SG,46,M,Web,paid_search
U003042,2023-02-22,MY,23,F,Android,paid_social
U003043,2023-02-22,JP,48,M,iOS,paid_search
U003044,2023-02-22,TW,16,M,Android,referral
U003045,2023-02-22,TW,50,F,Android,organic
U003046,2023-02-22,JP,34,F,Android,paid_social
U003047,2023-02-22,HK,29,F,Android,referral
U003048,2023-02-22,TW,25,F,iOS,paid_social
U003049,2023-02-22,MY,42,F,iOS,referral
U003050,2023-02-22,MY,31,M,Android,paid_social
U003051,2023-02-22,TW,40,F,iOS,paid_search
U003052,2023-02-22,HK,42,M,iOS,organic
U003053,2023-02-22,MY,18,F,iOS,referral
U003054,2023-02-22,Other,36,F,Web,referral
U003055,2023-02-22,TW,26,M,Android,paid_search
U003056,2023-02-22,TH,22,M,Android,organic
U003057,2023-02-22,TW,42,M,Android,email_campaign
U003058,2023-02-22,TH,41,F,Android,organic
U003059,2023-02-22,TW,38,F,Android,referral
U003060,2023-02-22,Other,27,M,Android,paid_social
U003061,2023-02-22,Other,43,M,Android,organic
U003062,2023-02-22,JP,41,M,Android,referral
U003063,2023-02-22,HK,25,M,iOS,organic
U003064,2023-02-22,PH,20,F,iOS,organic
U003065,2023-02-22,MY,23,M,iOS,paid_social
U003066,2023-02-22,TW,32,F,Web,email_campaign
U003067,2023-02-22,TW,32,M,Android,paid_search
U003068,2023-02-22,PH,19,F,Android,paid_social
U003069,2023-02-22,TW,29,M,Android,referral
U003070,2023-02-22,HK,30,Other,iOS,organic
U003071,2023-02-22,TW,26,F,iOS,paid_social
U003072,2023-02-22,HK,16,M,iOS,organic
U003073,2023-02-22,TW,56,M,iOS,paid_search
U003074,2023-02-22,HK,25,F,iOS,email_campaign
U003075,2023-02-22,HK,29,F,iOS,paid_social
U003076,2023-02-22,ID,30,F,iOS,paid_search
U003077,2023-02-22,HK,47,F,Web,referral
U003078,2023-02-22,TW,16,F,iOS,referral
U003079,2023-02-22,SG,57,M,Web,organic
U003080,2023-02-22,TW,28,F,iOS,organic
U003081,2023-02-22,JP,52,M,Android,paid_search
U003082,2023-02-22,HK,33,M,Android,organic
U003083,2023-02-22,PH,35,F,Android,paid_search
U003084,2023-02-22,MY,35,M,Android,paid_social
U003085,2023-02-22,SG,37,F,Android,organic
U003086,2023-02-22,HK,35,M,Web,paid_search
U003087,2023-02-22,ID,31,F,Android,email_campaign
U003088,2023-02-22,Other,27,M,Android,paid_social
U003089,2023-02-22,SG,34,M,iOS,referral
U003090,2023-02-22,JP,44,F,iOS,organic
U003091,2023-02-22,TW,34,F,Android,organic
U003092,2023-02-22,TW,25,F,Android,paid_social
U003093,2023-02-23,ID,39,F,Web,paid_search
U003094,2023-02-23,TW,39,M,Android,paid_search
U003095,2023-02-23,TW,34,F,iOS,organic
U003096,2023-02-23,JP,30,M,iOS,organic
U003097,2023-02-23,SG,46,M,Android,paid_search
U003098,2023-02-23,TW,19,F,Android,organic
U003099,2023-02-23,TW,37,M,Android,organic
U003100,2023-02-23,SG,38,M,iOS,organic
U003101,2023-02-23,HK,18,M,iOS,organic
U003102,2023-02-23,HK,16,F,iOS,referral
U003103,2023-02-23,SG,25,F,Web,paid_social
U003104,2023-02-23,HK,22,F,Android,paid_social
U003105,2023-02-23,ID,32,M,Android,paid_search
U003106,2023-02-23,HK,35,M,iOS,paid_social
U003107,2023-02-23,TH,26,M,iOS,paid_social
U003108,2023-02-23,ID,16,M,Android,email_campaign
U003109,2023-02-23,Other,22,F,Android,organic
U003110,2023-02-23,JP,25,M,Web,organic
U003111,2023-02-23,PH,16,Other,Web,organic
U003112,2023-02-23,TW,27,F,Android,paid_search
U003113,2023-02-23,SG,21,F,Android,paid_social
U003114,2023-02-23,TW,36,F,iOS,paid_search
U003115,2023-02-23,TH,20,F,Web,paid_social
U003116,2023-02-23,ID,36,F,Android,organic
U003117,2023-02-23,TW,30,M,Android,organic
U003118,2023-02-23,TH,40,F,Web,organic
U003119,2023-02-23,TW,46,M,Web,referral
U003120,2023-02-23,TW,27,F,iOS,referral
U003121,2023-02-23,JP,34,M,iOS,organic
U003122,2023-02-23,HK,44,M,Android,organic
U003123,2023-02-23,HK,37,F,Web,referral
U003124,2023-02-23,TW,29,F,Android,organic
U003125,2023-02-23,MY,24,F,Android,paid_social
U003126,2023-02-23,HK,19,M,iOS,paid_search
U003127,2023-02-23,TW,30,M,iOS,paid_social
U003128,2023-02-23,TW,37,M,iOS,email_campaign
U003129,2023-02-23,TW,16,M,iOS,referral
U003130,2023-02-23,MY,49,M,iOS,paid_search
U003131,2023-02-23,TH,43,M,iOS,paid_search
U003132,2023-02-23,TH,16,M,Android,organic
U003133,2023-02-23,TH,24,Other,Android,paid_search
U003134,2023-02-23,TW,27,M,Android,referral
U003135,2023-02-23,SG,29,M,iOS,organic
U003136,2023-02-23,MY,32,M,iOS,organic
U003137,2023-02-23,HK,48,F,iOS,referral
U003138,2023-02-23,MY,20,M,Android,paid_social
U003139,2023-02-23,PH,24,F,Android,email_campaign
U003140,2023-02-23,JP,25,M,iOS,organic
U003141,2023-02-23,TW,31,F,iOS,referral
U003142,2023-02-23,MY,23,F,iOS,paid_social
U003143,2023-02-23,TW,25,M,Android,referral
U003144,2023-02-24,TW,51,M,Android,organic
U003145,2023-02-24,TW,32,M,iOS,organic
U003146,2023-02-24,HK,30,F,Android,organic
U003147,2023-02-24,TW,32,Other,iOS,referral
U003148,2023-02-24,HK,26,M,Android,paid_social
U003149,2023-02-24,Other,25,M,Web,referral
U003150,2023-02-24,JP,38,M,Android,paid_social
U003151,2023-02-24,TW,25,F,iOS,email_campaign
U003152,2023-02-24,TW,28,F,iOS,organic
U003153,2023-02-24,PH,38,M,iOS,organic
U003154,2023-02-24,HK,34,M,Android,paid_social
U003155,2023-02-24,MY,25,M,Android,paid_social
U003156,2023-02-24,TH,19,M,Android,referral
U003157,2023-02-24,MY,37,M,Web,email_campaign
U003158,2023-02-24,HK,19,M,iOS,paid_social
U003159,2023-02-24,TW,40,M,Android,referral
U003160,2023-02-24,HK,24,M,iOS,paid_social
U003161,2023-02-24,PH,31,M,Android,paid_search
U003162,2023-02-24,ID,30,M,Web,organic
U003163,2023-02-24,MY,32,M,iOS,paid_social
U003164,2023-02-24,ID,27,F,Android,organic
U003165,2023-02-24,TW,27,F,Android,paid_social
U003166,2023-02-24,ID,38,F,iOS,email_campaign
U003167,2023-02-24,SG,17,M,Android,paid_search
U003168,2023-02-24,TW,19,F,Android,paid_social
U003169,2023-02-24,HK,36,M,Web,organic
U003170,2023-02-24,Other,37,M,iOS,organic
U003171,2023-02-24,HK,33,F,iOS,paid_social
U003172,2023-02-24,TW,26,M,Android,paid_social
U003173,2023-02-24,JP,19,F,iOS,organic
U003174,2023-02-24,TH,26,M,iOS,paid_social
U003175,2023-02-24,TW,31,M,Android,paid_search
U003176,2023-02-24,TW,50,M,Web,paid_search
U003177,2023-02-24,SG,40,F,Android,organic
U003178,2023-02-24,TH,47,F,iOS,paid_search
U003179,2023-02-24,JP,22,M,Web,paid_social
U003180,2023-02-24,TW,28,F,Web,paid_social
U003181,2023-02-24,JP,36,F,Web,referral
U003182,2023-02-24,TW,30,M,iOS,organic
U003183,2023-02-24,PH,39,M,Android,paid_search
U003184,2023-02-24,JP,36,F,Android,referral
U003185,2023-02-24,TW,51,F,Android,paid_search
U003186,2023-02-24,ID,23,M,iOS,paid_social
U003187,2023-02-24,JP,36,F,Android,referral
U003188,2023-02-24,JP,29,F,Android,organic
U003189,2023-02-24,HK,34,M,Android,paid_social
U003190,2023-02-24,ID,38,F,Web,paid_search
U003191,2023-02-24,ID,17,M,Android,referral
U003192,2023-02-24,HK,47,F,Web,organic
U003193,2023-02-24,HK,19,M,iOS,referral
U003194,2023-02-24,SG,27,M,iOS,email_campaign
U003195,2023-02-24,SG,25,M,iOS,paid_social
U003196,2023-02-24,MY,25,M,iOS,organic
U003197,2023-02-24,TW,19,M,Android,paid_social
U003198,2023-02-24,TW,33,M,Web,organic
U003199,2023-02-24,TH,38,M,iOS,paid_search
U003200,2023-02-24,Other,46,M,Android,paid_search
U003201,2023-02-24,HK,25,M,Android,paid_social
U003202,2023-02-24,ID,16,M,Web,referral
U003203,2023-02-24,HK,23,M,iOS,organic
U003204,2023-02-24,HK,43,F,Android,paid_search
U003205,2023-02-24,ID,20,M,Android,referral
U003206,2023-02-24,TW,30,M,Android,paid_search
U003207,2023-02-24,JP,38,F,Android,paid_search
U003208,2023-02-24,SG,39,M,iOS,email_campaign
U003209,2023-02-24,PH,25,F,iOS,paid_search
U003210,2023-02-24,TW,18,M,iOS,referral
U003211,2023-02-24,TW,47,M,iOS,organic
U003212,2023-02-24,SG,18,F,Android,paid_social
U003213,2023-02-24,HK,35,Other,Android,paid_search
U003214,2023-02-24,HK,41,F,Android,organic
U003215,2023-02-24,TH,19,M,Android,paid_social
U003216,2023-02-24,HK,27,F,iOS,paid_search
U003217,2023-02-24,JP,47,F,Android,organic
U003218,2023-02-24,SG,21,F,Android,organic
U003219,2023-02-24,TW,36,F,iOS,referral
U003220,2023-02-24,JP,20,M,iOS,organic
U003221,2023-02-24,HK,16,M,iOS,organic
U003222,2023-02-24,MY,44,M,Android,organic
U003223,2023-02-25,TW,28,F,iOS,organic
U003224,2023-02-25,HK,53,F,iOS,organic
U003225,2023-02-25,HK,33,F,Android,paid_social
U003226,2023-02-25,MY,35,M,iOS,organic
U003227,2023-02-25,TH,44,M,iOS,paid_search
U003228,2023-02-25,JP,45,F,iOS,organic
U003229,2023-02-25,HK,34,M,Web,organic
U003230,2023-02-25,TW,44,F,Android,referral
U003231,2023-02-25,HK,37,M,Web,organic
U003232,2023-02-25,JP,42,F,iOS,organic
U003233,2023-02-25,ID,51,F,Android,organic
U003234,2023-02-25,TW,19,M,Android,paid_social
U003235,2023-02-25,TW,19,M,Android,paid_social
U003236,2023-02-25,TW,37,M,iOS,referral
U003237,2023-02-25,TW,36,F,Android,paid_search
U003238,2023-02-25,HK,26,M,Web,organic
U003239,2023-02-25,TW,41,F,Android,referral
U003240,2023-02-25,TH,16,F,Android,referral
U003241,2023-02-25,TH,38,F,Web,referral
U003242,2023-02-25,MY,29,M,Android,organic
U003243,2023-02-25,TW,25,M,iOS,organic
U003244,2023-02-25,HK,30,M,Android,email_campaign
U003245,2023-02-25,JP,38,M,Web,paid_search
U003246,2023-02-25,MY,34,F,Android,referral
U003247,2023-02-25,TW,33,M,Android,organic
U003248,2023-02-25,TW,28,F,Android,paid_social
U003249,2023-02-25,PH,30,M,Android,organic
U003250,2023-02-25,HK,17,F,iOS,organic
U003251,2023-02-25,SG,33,M,iOS,referral
U003252,2023-02-25,ID,35,M,Android,referral
U003253,2023-02-25,Other,28,F,Web,paid_social
U003254,2023-02-25,TW,22,F,Android,paid_social
U003255,2023-02-25,HK,16,M,iOS,organic
U003256,2023-02-25,JP,46,M,Android,email_campaign
U003257,2023-02-25,TW,46,M,Android,referral
U003258,2023-02-25,TW,16,Other,iOS,paid_social
U003259,2023-02-25,TW,26,M,Android,paid_search
U003260,2023-02-25,SG,16,F,iOS,organic
U003261,2023-02-25,TW,39,M,Android,referral
U003262,2023-02-25,TH,21,F,iOS,organic
U003263,2023-02-25,TH,23,M,iOS,organic
U003264,2023-02-25,ID,25,M,Android,paid_social
U003265,2023-02-25,SG,16,F,Android,referral
U003266,2023-02-25,Other,37,F,Android,organic
U003267,2023-02-25,HK,21,F,Android,paid_social
U003268,2023-02-25,TW,23,F,Android,referral
U003269,2023-02-25,ID,18,F,iOS,paid_social
U003270,2023-02-25,TH,47,F,Android,paid_search
U003271,2023-02-25,HK,16,F,Web,organic
U003272,2023-02-25,HK,55,F,iOS,referral
U003273,2023-02-25,HK,30,M,Web,organic
U003274,2023-02-25,ID,27,M,iOS,organic
U003275,2023-02-25,JP,16,F,Android,paid_social
U003276,2023-02-26,ID,27,M,Android,organic
U003277,2023-02-26,Other,57,M,Android,referral
U003278,2023-02-26,HK,24,F,iOS,paid_social
U003279,2023-02-26,ID,16,M,Web,referral
U003280,2023-02-26,MY,54,F,Web,organic
U003281,2023-02-26,MY,30,M,Web,referral
U003282,2023-02-26,JP,24,F,Android,referral
U003283,2023-02-26,HK,37,M,Android,organic
